2,52,19,1,3,51,4,1,0,,
7,53,1,1,0,39,4,4,1,,
7,53,12,2,0,52,4,5,0,,
7,53,13,1,0,50,3,7,0,,
7,53,4,1,4,40,4,9,0,,
7,53,5,3,0,0,2,3,0,,
4,54,1,1,0,70,4,9,1,,
4,54,4,1,1,75,4,7,0,,
4,54,20,1,0,39,4,8,0,,
4,54,5,3,0,0,2,3,0,,
4,54,6,1,1,49,4,10,0,,
4,54,20,2,0,33,4,5,0,,
2,55,1,1,2,59,4,5,1,,
2,55,14,1,0,74,4,9,0,,
2,55,4,1,8,59,4,1,0,,
2,55,5,3,0,0,2,3,0,,
2,55,47,1,0,37,4,1,0,,
19,56,1,1,0,55,4,1,1,,
19,56,4,1,0,39,4,5,0,,
19,56,20,1,1,53,4,1,0,,
19,57,1,1,0,66,4,9,1,,
19,57,4,1,0,46,4,2,0,,
19,58,4,1,5,52,4,1,1,,
19,58,1,1,2,59,4,7,0,,
19,58,6,1,0,43,3,5,0,,
19,59,1,1,0,28,4,9,1,,
19,59,4,1,0,64,4,5,0,,
7,60,1,1,8,37,3,5,1,,
7,60,12,2,4,51,3,12,0,,
7,60,10,1,1,55,3,9,0,,
7,60,4,1,3,28,3,2,0,,
15,61,48,1,1,58,4,2,1,,
15,61,32,1,2,65,4,2,0,,
15,61,20,2,3,61,4,2,0,,
15,61,20,1,0,44,4,7,0,,
15,61,20,1,0,46,4,1,0,,
15,61,20,1,0,38,4,10,0,,
15,61,6,1,1,50,4,5,0,,
7,62,1,1,1,65,4,9,1,,
7,62,12,1,2,72,4,2,0,,
7,62,10,1,1,67,4,5,0,,
7,62,20,1,5,40,1,1,0,,
7,62,5,3,0,0,2,3,0,,
2,63,1,1,5,42,3,5,1,,
2,63,6,1,0,62,3,2,0,,
2,63,5,3,0,0,2,3,0,,
5,64,1,1,0,62,1,9,1,,
5,64,4,1,0,65,1,2,0,,
5,64,49,1,0,43,1,2,0,,
5,64,5,3,0,0,2,3,0,,
5,64,6,1,0,31,1,8,0,,
5,64,20,1,0,26,1,9,0,,
9,65,15,1,0,42,3,8,1,,
9,65,16,1,0,65,3,2,0,,
9,65,6,1,0,64,3,2,0,,
9,65,5,3,0,0,2,3,0,,
9,65,4,1,0,65,3,2,0,,
2,66,1,1,1,51,3,2,1,,
2,66,14,1,5,68,3,7,0,,
2,66,4,1,0,34,3,9,0,,
3,67,7,2,0,49,4,5,1,,
3,67,1,2,0,34,4,5,0,,
3,67,8,1,1,43,4,2,0,,
12,68,24,1,0,71,4,9,1,,
12,68,26,1,0,67,4,9,0,,
12,68,20,1,0,54,4,6,0,,
12,68,25,1,0,59,4,9,0,,
12,68,4,1,0,55,4,8,0,,
12,68,5,3,0,0,2,3,0,,
12,68,1,1,0,65,4,5,0,,
12,68,20,1,0,48,4,2,0,,
7,69,12,2,2,60,4,2,1,,
7,69,1,1,0,68,4,9,0,,
7,69,50,1,0,61,3,1,0,,
7,69,4,2,0,57,4,5,0,,
7,69,5,3,0,0,2,3,0,,
7,70,1,1,0,67,4,9,1,,
7,70,12,2,0,73,4,2,0,,
7,70,10,1,2,50,4,2,0,,
7,70,4,1,0,39,4,6,0,,
7,70,5,3,0,0,2,3,0,,
7,71,12,1,0,61,3,9,1,,
7,71,1,1,1,61,3,2,0,,
7,71,10,1,2,58,3,2,0,,
7,71,4,1,0,37,3,2,0,,
4,72,1,1,0,49,1,6,1,,
4,72,4,1,0,53,1,9,0,,
4,72,5,3,0,0,2,3,0,,
2,73,1,1,0,70,4,9,1,,
2,73,14,1,2,63,4,1,0,,
2,73,4,1,1,61,1,9,0,,
17,74,1,1,0,59,4,2,1,,
17,74,39,1,0,69,4,9,0,,
17,74,4,1,5,51,4,5,0,,
17,74,5,3,0,0,2,3,0,,
5,75,1,1,2,45,4,5,1,,
5,75,4,1,0,55,4,2,0,,
5,75,5,3,0,0,2,3,0,,
5,75,38,1,0,39,3,12,0,,
18,76,4,1,0,44,4,2,1,,
18,76,51,1,1,66,4,9,0,,
18,76,52,1,2,44,4,4,0,,
18,76,12,1,0,65,4,5,0,,
7,77,1,1,24,57,4,7,1,,
7,77,12,1,0,68,4,2,0,,
7,77,10,2,0,47,4,5,0,,
7,77,4,1,0,44,4,8,0,,
7,77,5,3,0,0,2,3,0,,
7,78,12,2,0,28,4,1,1,,
7,78,1,1,14,42,4,2,0,,
7,78,4,1,1,51,4,2,0,,
7,78,10,1,0,70,4,5,0,,
21,79,4,1,1,38,1,2,1,,
21,79,1,1,2,46,1,7,0,,
21,79,5,3,0,0,2,3,0,,
21,79,10,1,0,42,1,2,0,,
21,79,6,1,0,55,1,8,0,,
21,79,21,1,0,38,1,12,0,,
21,79,9,1,0,29,1,2,0,,
21,79,53,1,0,40,1,1,0,,
2,80,1,1,5,45,4,2,1,,
2,80,6,1,3,65,4,6,0,,
2,80,4,1,0,50,4,5,0,,
2,80,19,1,0,42,4,1,0,,
11,81,23,2,0,52,4,7,1,,
11,81,4,1,0,41,4,7,0,,
11,81,22,2,0,33,4,2,0,,
11,81,54,1,1,54,4,1,0,,
11,81,5,3,0,0,2,3,0,,
3,82,1,2,1,36,4,2,1,,
3,82,7,1,1,48,4,5,0,,
3,82,8,1,1,62,4,2,0,,
3,82,20,1,1,57,4,2,0,,
15,83,1,1,6,66,4,5,1,,
15,83,10,1,5,32,4,4,0,,
15,83,32,1,1,59,4,4,0,,
15,83,5,3,0,0,2,3,0,,
15,83,20,1,0,27,4,1,0,,
19,84,1,1,0,63,4,9,1,,
19,84,4,1,0,69,4,9,0,,
19,85,1,1,0,67,1,12,1,,
19,85,4,1,0,65,1,9,0,,
17,86,39,1,0,68,4,7,1,,
17,86,1,1,4,44,4,9,0,,
17,86,4,1,1,52,4,5,0,,
17,86,5,3,0,0,2,3,0,,
20,87,1,1,0,55,1,2,1,,
20,87,4,1,0,31,1,9,0,,
20,87,6,1,0,44,1,10,0,,
20,87,5,3,0,0,2,3,0,,
2,88,1,1,6,44,4,7,1,,
2,88,6,1,5,59,4,5,0,,
2,88,4,1,2,59,4,7,0,,
17,89,39,2,0,42,3,5,1,,
17,89,1,1,0,49,3,2,0,,
17,89,4,2,0,42,3,2,0,,
15,90,48,1,0,41,4,8,1,,
15,90,32,1,0,43,4,1,0,,
15,90,5,3,0,0,2,3,0,,
3,91,1,1,2,50,4,6,1,,
3,91,7,1,0,64,4,7,0,,
3,91,6,2,0,37,4,9,0,,
3,91,8,1,0,68,4,9,0,,
3,91,20,1,2,56,4,6,0,,
5,92,1,2,0,39,3,8,1,,
5,92,4,1,0,59,3,9,0,,
5,92,6,1,0,56,3,9,0,,
4,93,1,1,0,61,1,2,1,,
4,93,4,1,3,37,4,1,0,,
4,93,49,1,6,73,1,7,0,,
4,93,20,1,0,40,4,12,0,,
4,94,1,2,0,55,4,9,1,,
4,94,4,1,0,50,4,7,0,,
4,94,5,3,0,0,2,3,0,,
5,95,1,1,0,62,4,5,1,,
5,95,4,1,1,52,4,1,0,,
5,95,5,3,0,0,2,3,0,,
5,95,6,1,1,40,4,12,0,,
5,95,55,1,0,42,4,5,0,,
20,96,1,2,0,45,3,2,1,,
20,96,4,1,0,28,3,9,0,,
20,96,6,1,0,67,3,7,0,,
3,97,1,1,0,58,4,5,1,,
3,97,4,1,1,62,4,1,0,,
3,97,8,1,0,69,4,4,0,,
3,97,20,1,2,27,4,1,0,,
3,97,5,3,0,0,2,3,0,,
10,98,1,1,0,64,4,5,1,,
10,98,4,2,0,43,4,9,0,,
10,98,56,2,0,30,4,2,0,,
10,98,57,1,0,46,4,9,0,,
1,99,4,1,14,55,4,1,1,,
1,99,3,1,0,60,4,2,0,,
1,99,1,1,7,46,4,2,0,,
1,99,10,1,0,54,4,8,0,,
1,99,20,1,0,44,3,11,0,,
20,100,1,2,1,49,4,2,1,,
20,100,4,1,8,71,4,9,0,,
17,101,1,2,0,49,4,5,1,,
17,101,39,1,0,63,4,9,0,,
17,101,10,1,1,71,4,9,0,,
19,102,1,1,1,50,4,9,1,,
19,102,4,1,0,57,4,9,0,,
19,102,6,1,0,65,4,7,0,,
19,103,1,1,0,66,3,5,1,,
19,103,36,2,0,42,3,4,0,,
19,103,20,1,0,33,3,9,0,,
19,103,6,1,3,36,3,9,0,,
19,103,5,3,0,0,2,3,0,,
2,104,6,1,7,53,4,5,1,,
2,104,1,1,3,55,4,5,0,,
2,104,4,1,1,59,4,9,0,,
5,105,1,1,0,65,3,2,1,,
5,105,4,1,0,55,3,5,0,,
5,105,5,3,0,0,2,3,0,,
5,105,6,1,0,47,3,12,0,,
21,106,1,1,0,51,4,9,1,,
21,106,4,1,4,51,4,9,0,,
21,106,6,1,0,47,4,1,0,,
7,107,12,2,0,49,4,5,1,,
7,107,1,1,7,63,4,5,0,,
7,107,10,1,0,54,4,4,0,,
7,107,4,1,0,51,4,1,0,,
7,107,58,1,0,49,4,7,0,,
7,108,1,1,6,38,3,1,1,,
7,108,12,1,0,39,3,2,0,,
7,108,10,1,0,72,3,5,0,,
7,108,4,1,0,67,3,9,0,,
7,108,5,3,0,0,2,3,0,,
17,109,1,2,0,57,4,5,1,,
17,109,39,1,0,45,4,5,0,,
17,109,4,1,0,45,4,2,0,,
17,109,5,3,0,0,2,3,0,,
17,109,9,1,0,49,3,9,0,,
7,110,12,1,0,63,3,7,1,,
7,110,1,1,0,53,3,2,0,,
7,110,10,1,3,61,3,9,0,,
7,110,4,1,0,47,3,5,0,,
7,110,58,1,0,44,3,5,0,,
2,111,1,1,1,42,3,5,1,,
2,111,6,1,28,50,3,1,0,,
2,111,4,1,3,58,3,7,0,,
3,112,21,1,3,58,4,1,1,,
3,112,7,1,1,58,4,9,0,,
3,112,8,1,2,57,4,8,0,,
15,113,1,1,3,66,4,5,1,,
15,113,32,1,1,75,4,9,0,,
15,113,6,1,1,50,4,9,0,,
15,113,5,3,0,0,2,3,0,,
15,113,19,1,0,34,4,5,0,,
15,113,20,1,0,42,4,13,0,,
6,114,4,1,4,66,4,5,1,,
6,114,10,1,0,71,4,8,0,,
6,114,1,1,6,59,4,5,0,,
19,115,1,1,0,71,3,2,1,,
19,115,4,1,0,58,3,2,0,,
19,115,6,1,0,42,3,4,0,,
19,115,5,3,0,0,2,3,0,,
2,116,1,1,0,62,4,4,1,,
2,116,14,1,2,43,4,2,0,,
2,116,59,2,2,52,4,12,0,,
2,116,19,1,0,32,4,9,0,,
2,116,5,3,0,0,2,3,0,,
22,117,1,2,0,66,4,2,1,,
22,117,4,1,0,70,4,9,0,,
22,117,22,1,0,78,4,2,0,,
22,117,6,1,0,44,3,6,0,,
23,118,1,1,0,64,4,2,1,,
23,118,4,1,0,74,4,5,0,,
23,118,22,1,0,52,4,9,0,,
3,119,4,1,5,43,4,1,1,,
3,119,1,1,0,64,4,7,0,,
3,119,8,1,2,48,4,9,0,,
24,120,1,1,0,55,4,2,1,,
24,120,4,1,0,62,4,5,0,,
24,120,32,1,3,52,4,5,0,,
24,120,10,1,2,40,4,7,0,,
24,120,6,1,0,36,4,10,0,,
24,120,20,1,0,43,4,5,0,,
24,120,20,1,0,66,4,10,0,,
24,120,20,1,0,41,4,7,0,,
14,121,27,1,1,52,4,5,1,,
14,121,28,1,0,41,4,2,0,,
14,121,30,2,0,54,4,2,0,,
14,121,29,1,0,31,4,2,0,,
14,121,60,1,3,48,4,6,0,,
14,121,5,3,0,0,2,3,0,,
14,122,27,1,0,49,4,2,1,,
14,122,61,1,6,65,4,1,0,,
14,122,30,1,0,62,4,2,0,,
14,122,29,2,3,33,4,5,0,,
14,122,20,1,0,44,4,7,0,,
14,122,5,3,0,0,2,3,0,,
14,123,27,2,0,56,4,4,1,,
14,123,31,1,0,31,4,9,0,,
14,123,30,1,0,40,4,5,0,,
14,123,29,2,0,26,4,2,0,,
14,123,20,1,0,55,4,4,0,,
14,123,5,3,0,0,2,3,0,,
1,124,3,1,0,54,4,2,1,,
1,124,4,1,1,59,4,9,0,,
1,124,1,1,0,58,4,6,0,,
20,125,4,1,0,44,4,5,1,,
20,125,1,1,0,57,1,7,0,,
20,125,62,1,2,56,1,2,0,,
20,125,5,3,0,0,2,3,0,,
20,125,6,1,0,45,3,7,0,,
4,126,1,2,0,47,1,1,1,,
4,126,4,1,0,53,1,5,0,,
4,126,5,3,0,0,2,3,0,,
4,126,6,1,0,48,1,10,0,,
14,127,63,1,3,56,3,4,1,,
14,127,31,1,0,46,3,2,0,,
14,127,20,1,0,55,3,4,0,,
14,127,29,1,0,35,3,13,0,,
14,127,5,3,0,0,2,3,0,,
14,127,30,1,0,49,3,6,0,,
19,128,1,1,0,76,4,9,1,,
19,128,4,1,0,79,4,9,0,,
19,128,6,1,0,65,4,2,0,,
19,128,10,2,3,48,4,1,0,,
19,129,1,1,0,55,4,1,1,,
19,129,4,1,0,72,4,7,0,,
19,129,6,1,0,49,3,8,0,,
19,130,1,1,0,62,3,5,1,,
19,130,4,1,0,64,3,2,0,,
9,131,15,1,0,68,3,2,1,,
9,131,16,1,0,67,3,9,0,,
9,131,4,1,0,60,3,9,0,,
9,131,5,3,0,0,2,3,0,,
9,131,6,1,4,45,3,6,0,,
5,132,1,1,0,43,4,5,1,,
5,132,4,1,0,68,4,9,0,,
5,132,5,3,0,0,2,3,0,,
5,133,1,1,0,42,4,5,1,,
5,133,4,1,3,58,4,7,0,,
5,133,10,1,12,41,4,9,0,,
5,133,6,1,0,57,4,1,0,,
14,134,10,1,1,68,4,1,1,,
14,134,1,1,0,61,4,5,0,,
14,134,30,1,0,55,4,2,0,,
14,134,29,1,0,36,4,2,0,,
14,134,20,1,3,68,4,1,0,,
14,134,5,3,0,0,2,3,0,,
7,135,1,1,11,33,3,8,1,,
7,135,12,1,0,66,3,1,0,,
7,135,50,1,2,61,3,2,0,,
7,135,4,2,0,38,3,2,0,,
14,136,27,1,0,48,4,9,1,,
14,136,28,1,1,69,4,2,0,,
14,136,20,1,0,49,4,7,0,,
14,136,29,2,0,40,4,5,0,,
14,136,30,1,0,44,4,2,0,,
17,137,39,1,0,62,4,2,1,,
17,137,1,1,0,63,4,2,0,,
17,137,4,1,1,67,4,2,0,,
25,138,20,1,0,56,1,5,1,,
25,138,1,1,6,46,1,12,0,,
25,138,4,1,1,40,1,1,0,,
25,138,21,2,0,35,1,9,0,,
25,138,20,1,0,33,1,5,0,,
25,138,5,3,0,0,2,3,0,,
25,138,20,1,0,31,1,1,0,,
4,139,1,1,0,52,1,9,1,,
4,139,4,1,1,58,1,5,0,,
4,139,5,3,0,0,2,3,0,,
4,139,6,1,0,64,1,7,0,,
4,139,20,1,0,51,1,9,0,,
19,140,1,1,4,52,4,7,1,,
19,140,4,1,1,34,4,5,0,,
19,140,60,1,1,57,4,1,0,,
26,141,1,1,0,63,4,8,1,,
26,141,4,1,5,44,4,6,0,,
26,141,20,1,8,42,4,5,0,,
26,141,5,3,0,0,2,3,0,,
20,142,1,1,0,59,4,9,1,,
20,142,4,1,0,57,4,7,0,,
20,142,6,1,0,34,4,8,0,,
15,143,1,1,0,49,4,2,1,,
15,143,32,1,0,67,4,1,0,,
15,143,5,3,0,0,2,3,0,,
15,143,20,1,0,58,4,10,0,,
15,143,6,1,1,64,4,10,0,,
7,144,1,1,0,33,4,5,1,,
7,144,12,1,2,71,4,2,0,,
7,144,4,1,2,65,3,5,0,,
7,144,10,1,7,46,4,5,0,,
7,144,20,1,0,49,4,1,0,,
5,145,1,2,0,71,1,2,1,,
5,145,4,2,0,54,1,1,0,,
5,145,6,1,0,36,1,2,0,,
19,146,1,1,0,67,4,7,1,,
19,146,4,1,0,51,4,7,0,,
2,147,1,1,1,69,4,9,1,,
2,147,6,1,0,56,4,13,0,,
2,147,4,1,0,57,4,13,0,,
2,147,5,3,0,0,2,3,0,,
20,148,1,1,0,35,3,9,1,,
20,148,4,1,0,65,3,2,0,,
20,148,6,1,0,43,3,2,0,,
24,149,1,1,0,69,4,5,1,,
24,149,4,1,4,58,4,5,0,,
20,150,1,1,1,65,1,2,1,,
20,150,4,1,0,38,1,5,0,,
20,150,5,3,0,0,2,3,0,,
20,150,6,1,0,61,1,2,0,,
14,151,27,1,1,41,4,2,1,,
14,151,28,1,12,50,4,9,0,,
14,151,20,1,4,57,4,2,0,,
14,151,29,2,0,30,4,2,0,,
14,151,30,1,1,43,4,2,0,,
14,151,5,3,0,0,2,3,0,,
19,152,1,1,1,56,4,5,1,,
19,152,4,1,0,52,4,1,0,,
2,153,1,2,3,45,4,1,1,,
2,153,6,1,7,63,4,7,0,,
2,153,4,1,0,42,4,2,0,,
2,153,5,3,0,0,2,3,0,,
17,154,39,1,1,58,3,1,1,,
17,154,1,1,7,59,4,5,0,,
17,154,4,1,0,77,4,1,0,,
18,155,52,1,7,63,4,2,1,,
18,155,4,1,1,52,4,2,0,,
18,155,51,1,0,50,4,5,0,,
3,156,1,1,2,66,4,2,1,,
3,156,4,1,1,45,4,5,0,,
3,156,8,1,1,46,4,12,0,,
7,157,12,1,0,31,4,5,1,,
7,157,1,1,4,43,4,2,0,,
7,157,10,1,0,48,4,9,0,,
7,157,4,1,0,49,4,2,0,,
7,157,5,3,0,0,2,3,0,,
18,158,1,1,0,48,4,7,1,,
18,158,4,1,0,67,4,5,0,,
18,158,5,3,0,0,2,3,0,,
14,159,27,1,0,52,4,11,1,,
14,159,28,1,0,48,4,13,0,,
14,159,20,1,1,42,4,2,0,,
14,159,29,1,0,56,4,13,0,,
14,159,30,1,0,52,4,9,0,,
14,159,5,3,0,0,2,3,0,,
3,160,1,2,0,40,1,9,1,,
3,160,7,1,1,44,1,1,0,,
3,160,10,1,7,70,1,5,0,,
3,160,8,1,0,53,1,7,0,,
2,161,1,1,3,68,4,2,1,,
2,161,6,1,3,37,4,5,0,,
2,161,4,1,0,37,4,2,0,,
2,161,5,3,0,0,2,3,0,,
7,162,12,1,1,71,4,2,1,,
7,162,1,1,2,53,3,5,0,,
7,162,10,1,2,67,4,5,0,,
7,162,4,1,1,37,4,9,0,,
7,162,5,3,0,0,2,3,0,,
24,163,1,1,0,39,1,1,1,,
24,163,64,1,0,72,1,7,0,,
24,163,20,1,0,60,1,9,0,,
24,163,10,1,0,45,1,7,0,,
24,163,5,3,0,0,2,3,0,,
24,163,12,1,0,44,1,7,0,,
24,163,20,1,0,45,1,8,0,,
21,164,1,1,0,59,4,5,1,,
21,164,4,2,0,61,4,1,0,,
21,164,6,2,0,25,4,2,0,,
23,165,1,1,1,37,4,1,1,,
23,165,4,1,0,50,4,5,0,,
23,165,22,2,1,37,4,2,0,,
23,165,6,1,0,48,3,1,0,,
9,166,15,1,0,46,4,5,1,,
9,166,16,1,1,59,4,7,0,,
9,166,17,1,0,71,4,13,0,,
9,166,5,3,0,0,2,3,0,,
9,166,4,1,0,55,4,5,0,,
6,167,4,1,7,35,4,5,1,,
6,167,10,1,6,51,4,9,0,,
6,167,1,1,1,65,4,5,0,,
14,168,27,1,0,72,4,5,1,,
14,168,31,1,0,52,4,1,0,,
14,168,30,1,0,43,4,6,0,,
14,168,29,2,2,43,4,2,0,,
14,168,20,1,0,41,4,5,0,,
